229	328	1.09
178	568	1.58
303	842	1.64
62	65	2.03
207	591	1.99
92	172	3.43
301	401	2.34
36	339	1.56
70	746	2.92
63	242	3.21
28	201	1.43
279	68	2.29
250	7	2.13
14	98	2.15
299	1018	1.53
194	54	1.11
303	815	2.34
119	237	3.44
295	218	1.64
268	930	1.08
268	2	1.31
66	258	2.73
233	202	1.99
83	623	2.31
214	334	2.71
192	476	1.79
100	344	1.45
268	145	1.52
301	56	1.27
307	89	3.76
234	141	2.75
83	576	2.15
181	264	2.32
297	133	3.55
38	153	3.35
7	382	3.9
264	813	2.61
181	872	1.39
201	146	1.38
85	507	1.95
269	367	1.96
59	468	2.57
286	143	3.13
193	96	1.24
113	595	1.76
292	11	3.91
130	1014	2.18
275	98	1.55
189	520	4.1
219	82	1.68
218	209	1.59
123	427	2.5
119	222	2.28
158	177	3.76
222	118	1.57
302	322	1.65
279	501	1.14
301	79	1.47
181	3	2.12
201	695	1.49
13	198	3.33
1	189	1.73
145	237	2.28
23	385	1.98
201	767	2.71
296	705	2.85
42	546	3.37
33	872	1.74
301	554	2.43
16	64	1.13
95	135	1.32
154	357	1.68
77	484	2.59
296	508	1.91
302	303	2.32
244	673	2.22
222	77	2.69
13	215	4.15
16	705	1.9
270	452	3.9
145	15	1.15
187	64	4.0
200	304	2.27
170	749	3.45
101	829	2.21
184	218	3.06
128	204	1.06
181	1295	1.67
184	153	3.29
1	33	1.39
1	160	1.44
184	321	2.43
54	595	1.05
94	343	3.34
128	508	2.71
23	323	2.34
301	227	2.54
301	191	1.38
112	903	1.69
82	183	1.49
222	724	1.97
218	430	2.96
308	1197	2.54
303	134	1.43
133	751	2.67
215	212	1.27
69	256	1.48
254	662	2.52
276	2	2.46
104	984	1.01
63	1067	3.09
267	410	2.86
13	56	3.79
240	879	3.17
286	237	2.43
294	271	3.84
90	1086	4.16
18	26	2.63
92	229	2.73
308	649	3.85
144	89	1.12
191	302	2.76
59	951	1.85
200	96	3.56
16	197	4.05
61	678	1.99
271	199	1.71
271	709	1.99
142	169	4.55
275	597	2.27
222	151	2.21
87	40	2.33
207	258	1.79
272	1393	2.32
177	333	1.68
207	1115	1.02
299	577	1.75
271	378	2.74
305	425	1.8
49	959	2.2
94	1224	3.23
130	1017	2.6
10	175	1.79
203	321	3.2
191	286	3.62
43	323	1.31
21	558	2.1
197	96	2.04
13	344	1.73
194	66	3.09
234	206	1.02
308	402	3.49
308	640	1.02
269	522	2.5
94	265	4.02
268	62	1.99
272	12	2.62
121	291	2.52
296	20	4.04
134	286	1.81
180	462	4.52
234	612	2.21
104	117	2.53
38	758	1.75
269	845	1.38
7	163	2.01
234	1451	2.75
275	405	1.88
52	250	1.22
102	823	2.06
13	186	3.62
178	731	2.09
236	71	2.57
256	781	4.16
263	176	2.45
244	186	3.07
279	1181	2.83
43	815	3.9
83	78	2.38
151	197	1.07
254	436	2.42
109	631	1.79
297	716	1.0
249	188	2.6
144	699	3.35
301	604	2.03
64	392	2.64
92	501	2.23
222	97	3.04
268	436	1.43
293	135	4.82
213	173	2.7
160	460	2.38
13	498	1.7
59	715	2.43
5	17	3.91
125	163	2.16
174	315	2.92
114	505	1.48
213	515	1.5
23	196	2.4
128	15	1.27
239	56	1.9
181	279	1.53
291	80	1.03
250	238	3.04
201	649	1.57
60	60	4.26
181	325	1.47
119	407	1.25
287	1	1.16
216	228	2.6
216	531	3.42
203	471	4.09
92	587	3.22
13	892	2.03
213	176	3.15
286	288	4.09
117	1047	2.02
99	111	1.0
11	558	1.33
65	47	2.09
295	194	2.89
269	217	2.6
85	259	1.43
250	596	3.18
137	144	4.34
201	960	1.91
257	137	1.56
111	328	1.7
91	480	2.87
215	211	1.48
181	938	1.14
189	1060	4.69
1	20	2.58
303	404	3.97
299	305	1.37
187	210	2.65
222	278	2.43
214	568	2.41
293	770	1.5
285	191	1.99
303	252	3.39
96	156	3.35
72	1110	1.94
115	1067	3.32
7	430	2.46
116	350	1.7
73	480	2.8
269	246	4.89
263	419	4.58
70	431	2.07
221	475	1.84
72	182	3.46
25	357	1.5
290	50	4.68
189	526	1.82
299	303	2.27
264	294	2.71
200	365	1.27
187	135	1.35
184	187	3.91
63	289	1.59
13	229	3.78
298	486	1.21
235	185	3.23
62	712	3.76
246	94	2.55
54	742	1.27
63	762	2.9
11	732	2.92
92	168	1.55
8	550	2.93
307	174	2.86
303	200	2.64
256	849	1.72
72	54	2.6
164	406	1.51
117	150	1.82
224	77	1.01
193	869	2.68
94	184	1.49
281	338	1.86
130	109	2.26
128	371	1.27
94	720	1.4
182	845	2.39
129	873	1.27
254	229	1.64
64	381	1.79
151	176	1.43
45	25	3.02
193	879	2.52
276	922	1.4
276	57	2.63
234	187	3.48
181	306	1.6
21	370	1.08
293	249	1.58
264	721	4.36
10	611	2.22
197	346	3.03
276	142	1.88
308	427	1.57
221	943	2.77
131	126	3.07
268	824	1.66
109	8	1.28
198	58	3.37
230	680	3.24
181	741	1.67
192	1061	2.98
234	448	2.8
90	900	2.34
193	941	3.34
128	603	2.64
126	905	1.05
244	265	3.07
90	289	1.71
157	25	1.7
305	71	3.01
119	382	4.47
21	222	1.71
231	181	1.91
280	508	2.18
288	132	1.85
279	1497	1.29
301	33	4.0
72	699	3.13
90	259	1.49
308	55	1.24
59	742	2.67
94	744	1.92
130	642	1.35
26	1015	1.25
56	121	2.1
82	508	1.58
62	12	3.93
276	40	2.37
181	1015	1.8
152	301	1.8
178	845	2.44
217	597	2.08
79	303	1.84
138	484	2.78
308	81	2.1
75	284	1.28
269	198	1.15
307	94	1.84
222	781	1.59
121	740	2.75
269	22	1.26
13	864	1.35
230	742	3.95
269	507	3.56
239	1099	3.36
245	1028	2.55
56	546	1.45
295	961	2.65
271	1028	1.64
222	812	1.66
69	240	3.02
10	7	3.61
22	376	2.34
294	931	1.13
82	717	1.35
279	399	4.05
269	234	1.23
6	98	4.1
243	1039	2.6
298	181	1.68
282	325	1.22
78	323	1.5
118	200	1.4
283	1114	2.7
171	292	3.49
70	217	3.23
10	100	4.72
245	181	2.78
107	333	1.23
246	561	1.01
13	901	1.67
276	70	3.76
244	17	2.05
189	56	4.24
226	242	1.28
62	1016	1.04
276	417	3.72
214	478	3.66
306	235	1.02
222	26	1.97
280	631	1.26
60	430	1.83
56	71	3.33
42	274	3.36
1	202	1.31
13	809	3.31
173	289	1.04
15	749	1.38
185	23	4.06
280	540	1.15
244	381	3.9
150	293	2.63
7	497	3.73
178	317	1.68
178	742	1.24
95	1217	2.42
234	1462	1.02
97	222	1.63
109	127	1.8
117	268	2.04
269	705	1.89
130	1246	2.25
264	655	2.9
207	13	2.84
42	588	2.65
246	409	1.22
87	367	2.69
101	304	3.35
256	127	3.74
92	794	3.09
181	762	1.61
213	235	1.69
92	739	1.58
292	661	1.5
246	665	1.93
274	845	3.47
188	692	3.9
18	86	2.69
5	439	1.55
236	632	1.6
193	407	1.58
144	709	3.31
90	1198	1.48
48	609	3.37
5	225	1.35
22	128	1.93
311	432	2.86
8	22	4.23
276	188	2.37
222	173	1.6
72	866	3.34
299	134	3.91
1	171	3.09
308	295	1.6
165	216	1.88
222	49	3.02
181	121	2.14
200	11	1.33
234	626	2.8
244	707	3.08
90	25	4.59
208	216	4.0
263	96	4.05
134	323	3.96
279	586	1.6
2	292	3.4
288	593	1.32
49	302	4.09
286	153	4.2
205	304	1.04
22	80	1.45
234	318	1.56
223	328	1.24
15	25	2.04
268	147	3.55
94	1220	3.24
274	405	2.6
7	492	1.98
268	217	1.86
16	55	1.5
164	620	3.24
290	161	2.27
92	515	3.58
239	1070	2.28
56	449	3.63
248	234	2.32
234	10	3.36
280	1049	1.14
308	187	3.84
276	64	1.9
192	948	1.97
122	509	4.15
85	588	1.48
262	931	1.26
201	272	1.23
181	870	1.89
295	739	2.16
263	568	1.19
295	39	2.3
201	1100	1.25
93	820	2.0
159	1028	1.11
158	665	1.27
293	423	3.17
82	597	3.15
276	181	4.65
13	823	2.82
217	2	1.6
83	660	2.22
189	20	1.19
222	796	1.82
146	1022	2.67
267	121	2.16
126	294	3.29
181	1060	1.69
125	80	1.37
43	120	2.44
13	780	1.55
253	259	1.56
42	44	2.07
77	518	1.32
291	686	4.07
268	21	3.2
262	28	3.04
234	81	1.42
29	245	1.98
236	57	4.27
158	729	3.06
156	661	3.1
232	52	3.07
168	866	1.73
37	288	3.45
141	245	1.58
235	230	1.15
102	70	2.14
77	172	2.65
90	506	2.22
186	566	2.11
44	660	3.33
118	774	3.66
7	661	4.77
49	1003	2.35
62	68	1.41
42	1028	3.49
178	433	3.95
85	51	1.76
77	474	4.17
58	1099	1.37
56	1047	2.27
197	688	1.16
286	99	1.02
90	258	2.04
181	1288	1.59
295	190	4.14
224	69	2.32
272	317	3.71
221	1010	2.74
66	877	1.32
207	318	2.66
234	487	1.46
7	648	1.74
87	82	1.42
195	1052	1.38
44	449	4.02
306	287	3.67
194	172	2.64
94	62	3.04
167	659	1.95
108	100	1.29
230	304	2.78
181	927	1.65
54	302	3.2
90	22	2.11
181	696	2.06
286	357	2.92
14	269	3.4
311	179	2.53
92	121	1.72
21	440	1.37
244	550	1.38
181	405	3.78
65	806	2.69
37	540	2.31
44	443	3.99
244	183	4.16
1	265	3.62
270	25	2.14
299	387	1.22
94	572	2.28
286	746	3.32
239	272	2.04
216	55	4.8
254	121	1.29
62	665	2.18
178	385	1.92
194	23	1.3
268	955	2.76
188	143	2.09
276	294	3.89
158	1098	3.57
207	845	2.86
161	48	1.3
305	654	3.03
47	324	2.1
64	736	3.74
191	751	2.11
7	378	2.86
59	92	1.76
69	268	1.51
10	461	1.93
21	129	3.62
58	9	4.17
194	152	2.95
7	200	1.6
113	126	2.02
173	328	2.52
95	233	2.41
16	194	2.3
59	323	3.7
311	654	3.0
292	589	1.7
43	203	1.77
79	50	2.69
235	70	4.86
125	190	1.56
284	322	1.82
303	161	2.7
254	378	2.37
255	1034	1.34
104	301	1.36
90	923	4.92
6	463	2.71
279	122	1.44
286	298	1.61
222	448	2.09
297	57	2.88
42	625	1.25
130	1217	3.81
254	357	2.2
109	475	1.74
230	1444	2.42
244	310	1.52
6	301	1.14
36	748	1.75
256	443	1.19
102	515	1.1
104	285	3.4
21	447	2.82
111	301	2.53
18	408	4.08
25	222	1.88
110	944	1.84
270	98	2.17
68	237	1.18
83	215	4.16
6	258	2.28
89	216	3.5
128	317	4.02
305	512	2.44
184	412	2.14
286	175	2.18
279	1428	3.11
256	86	3.74
221	48	4.28
140	332	2.92
190	977	1.9
11	227	1.1
201	203	3.11
150	181	1.43
126	245	1.86
20	208	1.91
144	742	1.83
181	930	1.64
109	566	4.06
85	1065	1.37
213	133	2.19
222	379	1.51
223	11	2.23
215	421	1.66
218	208	2.45
174	937	2.14
275	186	1.17
68	742	1.61
268	583	3.47
160	462	1.97
195	273	2.39
224	178	2.38
5	110	1.28
99	1016	4.68
2	251	2.97
292	9	1.55
72	568	1.26
85	228	2.17
83	281	1.86
92	831	1.74
7	543	2.15
87	401	2.02
287	926	1.79
1	155	1.83
234	632	1.64
222	53	4.86
24	64	1.96
7	554	3.01
82	56	2.74
161	318	3.4
196	393	3.09
56	91	4.06
82	477	2.2
7	472	1.62
256	761	4.05
226	56	1.37
279	741	4.41
308	1286	2.52
16	8	3.85
180	202	1.62
203	93	1.62
145	56	2.14
288	305	2.73
84	742	1.58
44	644	1.32
17	13	1.32
313	117	3.65
148	1	2.82
197	347	1.32
21	164	4.68
279	982	1.32
239	491	2.99
185	287	1.49
297	89	2.15
303	68	1.56
186	250	1.59
73	206	3.06
104	756	1.0
94	216	3.14
239	194	3.25
197	511	4.37
280	1	1.58
1	117	2.92
224	583	1.78
303	397	1.75
60	162	3.77
198	258	3.96
239	513	1.01
6	69	1.63
233	375	2.32
85	642	2.45
110	38	2.29
184	522	3.37
99	873	1.09
13	418	1.84
201	518	4.19
13	858	1.4
214	131	1.27
296	228	1.92
222	87	2.29
279	725	1.51
217	182	1.81
85	433	1.68
239	234	3.09
13	72	1.04
194	77	2.38
208	663	2.22
109	178	2.85
230	172	3.92
59	485	2.44
313	478	2.44
70	1133	2.39
62	182	1.63
198	234	1.51
65	125	3.4
174	660	4.51
90	12	4.74
130	1248	2.95
100	354	2.25
283	432	2.59
275	418	1.72
311	98	2.22
195	751	4.11
130	105	2.24
269	252	1.39
286	73	1.59
7	623	3.4
56	222	3.82
210	204	1.83
239	9	2.2
96	87	1.65
297	73	2.0
249	239	1.78
94	860	1.32
84	121	3.06
275	265	3.27
135	1046	2.44
291	1178	1.99
125	382	1.23
70	399	3.03
311	9	1.23
301	523	3.73
152	685	4.13
244	172	3.01
275	1091	1.68
53	281	1.81
198	118	2.22
244	790	3.02
26	125	2.37
151	13	2.64
124	496	1.64
24	191	4.38
271	65	2.52
307	634	1.7
294	1245	1.16
234	241	2.19
25	501	3.23
293	137	1.55
201	432	1.36
75	240	1.69
13	181	4.15
207	68	2.0
2	50	1.16
313	566	1.77
144	125	2.42
188	443	3.42
276	324	2.47
145	974	1.12
72	234	2.32
83	385	1.17
181	619	1.73
109	402	3.26
207	107	2.99
185	216	3.8
14	213	3.3
149	319	2.54
57	79	2.71
230	963	4.34
176	875	2.2
253	97	2.31
284	269	3.23
106	526	4.15
121	180	1.68
62	86	2.26
291	418	1.94
84	1033	2.52
293	380	1.86
207	58	1.33
194	187	2.84
109	97	1.92
283	845	3.89
297	275	2.68
181	334	1.04
78	255	1.38
11	425	2.13
308	59	3.29
193	1078	1.41
297	234	2.49
87	585	3.19
250	204	2.0
8	50	3.67
186	148	2.67
312	692	3.41
91	683	1.4
5	454	1.23
291	376	1.93
175	127	4.31
145	737	1.7
7	644	4.73
276	419	4.2
83	210	3.07
102	524	2.94
153	174	1.48
62	302	3.09
49	995	2.81
268	298	2.6
207	554	1.74
313	616	4.69
286	44	2.64
279	168	4.75
276	474	4.89
62	59	3.82
254	219	1.78
83	97	2.18
63	100	2.28
16	178	2.61
297	233	2.16
90	945	3.39
85	25	1.21
42	98	2.69
303	393	1.24
274	50	1.91
104	299	2.59
94	792	1.39
184	98	1.04
293	708	3.22
248	589	3.47
18	950	2.56
217	27	1.26
200	892	2.46
201	148	1.24
296	222	1.61
7	662	1.19
196	381	3.04
69	427	1.52
72	196	1.18
256	472	1.36
128	182	1.62
151	747	1.36
7	171	1.57
286	85	1.12
172	220	2.46
308	516	2.36
190	974	1.38
82	756	1.59
308	436	3.16
59	235	1.51
64	1063	1.95
145	756	1.92
220	298	1.82
21	324	2.52
285	269	3.18
207	65	2.52
198	658	2.55
220	333	1.94
210	70	3.29
181	14	1.4
158	128	1.61
143	682	1.23
75	237	1.11
199	221	2.2
223	1150	1.41
297	25	1.85
276	78	1.47
299	847	3.87
293	325	1.38
301	138	1.03
1	47	1.89
164	281	1.49
96	673	2.73
291	1016	2.44
7	451	2.8
233	177	2.87
6	517	2.89
202	283	1.44
214	117	3.68
184	602	2.26
277	257	2.9
194	212	1.69
95	68	2.01
25	257	1.83
6	23	1.88
38	573	1.47
313	436	3.88
22	241	3.39
262	617	2.72
130	569	1.45
66	181	3.62
21	948	1.08
181	1332	1.75
262	174	1.5
206	302	1.87
222	22	2.25
76	61	1.12
151	703	3.73
314	28	2.01
13	147	2.31
44	258	2.07
303	418	4.0
16	89	2.24
270	558	4.31
248	117	2.54
125	318	1.32
138	523	1.48
268	386	1.92
291	15	3.19
234	147	1.41
239	96	2.07
15	331	1.15
94	155	1.92
136	89	2.43
223	423	2.03
82	194	2.74
145	355	2.04
280	845	1.5
179	339	1.05
178	199	1.9
307	949	4.01
10	488	4.21
116	331	2.09
23	258	4.32
308	174	2.9
185	114	3.82
188	237	1.91
118	654	3.26
246	721	2.98
234	98	1.32
194	239	3.07
94	24	3.89
122	378	1.96
312	100	3.03
262	64	3.5
154	242	2.99
223	763	1.04
99	403	4.12
83	43	1.32
130	307	2.6
174	402	3.85
256	487	3.64
59	177	2.07
161	168	1.25
244	53	1.6
250	196	3.01
43	40	1.79
285	150	4.95
42	953	2.28
97	670	2.86
122	510	2.64
61	323	1.38
222	106	1.62
4	264	2.99
304	259	1.57
37	403	1.14
49	68	1.2
303	1098	3.53
165	372	1.02
176	324	2.93
3	335	1.51
56	869	1.41
44	15	1.01
190	117	3.06
29	189	1.64
94	174	3.7
130	949	1.54
117	181	1.81
303	779	1.23
19	435	4.29
194	191	3.15
158	24	3.71
56	447	3.01
262	223	1.61
181	1334	1.42
214	137	2.31
92	747	2.94
188	96	4.68
58	173	4.14
244	154	2.67
134	879	2.79
298	625	2.22
254	230	3.3
230	138	2.23
16	209	4.73
151	835	1.92
181	1327	1.77
145	1248	2.47
200	588	4.11
248	257	2.95
297	432	2.89
312	133	4.22
151	12	2.25
110	568	1.92
305	483	3.01
141	258	4.34
44	240	3.0
186	263	1.02
214	213	1.09
233	208	1.81
104	287	1.43
312	153	2.05
1	222	4.04
206	323	1.5
230	419	1.84
56	450	1.16
94	651	2.16
205	316	3.1
14	174	4.5
268	790	1.13
276	1081	3.16
83	929	3.16
268	580	1.54
222	1041	1.39
279	89	1.19
5	424	1.71
112	331	3.35
296	429	3.91
18	202	2.93
13	868	3.82
87	210	1.15
10	285	3.64
181	328	2.68
23	463	3.25
253	746	1.74
234	228	1.75
299	1047	1.06
66	1	1.41
216	174	4.67
290	208	1.12
79	1161	1.22
264	448	2.25
4	303	1.99
144	831	1.98
138	517	1.68
64	433	1.08
5	1	1.57
276	357	4.43
62	433	4.02
239	475	4.88
293	166	3.12
130	234	2.15
264	70	2.47
208	197	4.85
24	763	3.76
279	1162	2.04
3	245	1.34
101	596	1.72
162	1019	2.01
223	908	1.77
99	246	1.87
239	430	3.09
160	160	3.85
172	580	3.94
303	1160	1.96
54	676	3.44
44	507	2.73
210	97	4.2
164	930	1.33
299	240	1.9
28	217	2.91
305	79	1.12
18	729	2.75
82	343	1.27
109	1012	1.3
207	25	3.79
92	1209	1.76
109	1	1.37
15	222	2.6
58	709	1.47
303	693	2.49
152	111	1.83
194	160	1.97
92	241	2.41
77	91	1.7
244	662	1.29
177	321	1.17
131	221	1.68
197	302	3.29
227	50	1.93
85	282	1.71
295	72	2.91
181	1	2.71
277	255	2.36
279	96	3.43
1	253	2.76
18	182	4.06
276	568	2.89
87	177	1.22
177	69	1.39
213	13	3.73
125	134	2.05
128	739	3.15
291	428	4.11
25	208	1.75
288	272	2.51
207	1350	1.41
271	56	1.75
5	363	2.48
274	748	3.48
70	419	2.21
311	559	1.45
151	919	2.77
199	268	3.65
201	209	2.13
99	274	1.62
11	740	2.83
59	77	2.45
184	277	2.86
222	88	2.11
38	161	3.77
59	418	2.59
104	300	3.15
298	1346	2.46
180	1119	2.67
7	674	1.9
121	14	1.11
268	1041	1.65
252	277	3.49
303	411	3.35
210	527	1.97
234	648	1.82
312	573	2.9
308	215	3.02
234	1397	1.24
75	546	3.21
117	15	3.51
246	239	2.86
64	516	2.69
85	187	2.72
239	81	2.48
59	54	3.38
256	220	1.83
216	196	4.67
203	282	1.3
13	195	2.21
144	153	3.0
100	268	3.3
210	274	4.12
94	471	3.97
13	807	1.3
125	657	2.91
65	1142	2.24
1	113	2.36
76	175	1.2
294	508	2.07
263	1451	1.76
294	930	2.88
121	117	1.57
85	13	1.71
303	426	1.06
212	180	1.47
6	492	1.4
181	240	1.16
279	746	2.55
303	1109	2.96
184	191	3.81
310	116	2.78
313	22	1.05
314	1150	3.54
13	121	1.55
43	5	3.86
58	214	1.6
215	164	2.19
62	288	1.43
280	127	2.98
161	898	1.79
11	723	2.23
94	218	1.0
35	243	1.94
311	566	2.83
48	680	3.33
85	604	2.59
288	527	2.13
184	514	3.13
151	929	3.31
90	690	3.4
11	38	1.8
104	1016	1.06
106	582	2.01
181	1010	1.05
37	117	3.74
276	845	2.18
22	258	3.22
70	82	2.45
5	98	3.2
308	95	2.57
60	208	1.92
270	778	4.54
243	208	1.41
92	540	1.82
81	280	2.41
293	412	1.5
200	478	2.4
13	308	1.67
56	184	4.06
116	250	1.78
295	172	1.1
63	1007	1.4
295	235	2.19
104	1010	1.58
156	641	2.24
269	1165	1.26
160	430	1.01
237	191	1.9
287	252	1.26
290	132	2.95
45	109	4.44
224	678	1.39
145	764	1.1
277	1011	2.85
65	100	1.32
272	1101	4.77
116	255	1.99
184	86	2.85
285	151	2.2
222	148	1.05
72	28	2.82
271	187	4.24
94	211	4.06
246	425	3.05
115	8	4.14
176	327	3.33
13	396	2.2
129	331	2.26
257	1260	1.42
95	1	2.02
147	904	2.34
151	58	2.56
184	660	2.88
311	386	2.64
105	268	1.05
158	510	2.06
34	312	2.7
72	427	4.05
263	416	1.93
94	1048	1.01
200	291	2.84
45	118	2.62
279	144	3.22
145	22	3.96
71	89	4.39
182	69	4.71
193	627	1.03
214	302	1.0
151	485	1.54
102	322	1.84
234	571	2.34
249	930	1.33
195	328	1.0
109	258	2.78
222	552	1.02
282	288	1.21
117	758	1.35
23	381	3.71
112	327	1.37
303	145	1.36
252	300	1.91
151	372	1.98
282	327	2.64
304	237	1.47
290	568	1.07
64	160	4.09
28	79	3.07
168	1278	1.72
265	471	3.88
18	113	4.0
83	82	4.26
90	499	2.09
234	1186	1.21
87	196	3.67
26	685	1.74
150	129	4.1
161	98	3.87
70	210	2.47
51	182	2.12
222	1057	1.12
92	176	4.55
204	216	1.35
164	685	1.72
57	682	2.09
184	207	2.78
60	403	2.62
92	180	3.48
43	204	1.69
222	1042	2.75
197	300	2.42
92	790	2.99
294	282	1.28
201	747	2.47
201	215	1.03
193	410	2.65
271	705	4.11
214	693	2.68
73	657	2.12
90	187	4.03
315	273	2.99
48	309	1.74
255	472	1.55
270	671	1.91
66	7	3.28
6	478	2.0
101	222	3.28
207	1046	3.41
144	182	1.93
85	83	1.05
102	625	1.94
158	770	1.75
297	588	3.89
90	507	2.37
271	482	3.8
130	901	1.68
178	276	2.89
90	245	1.61
181	1094	1.76
311	143	3.09
267	17	2.21
201	51	1.09
194	647	1.06
59	387	2.07
1	227	3.39
116	751	2.94
170	292	3.96
110	578	1.7
60	1021	3.76
287	347	2.47
197	55	3.02
38	679	4.26
195	1014	1.45
279	227	2.5
84	748	3.91
31	886	2.26
316	98	4.64
25	25	3.99
168	274	1.31
103	24	1.35
299	588	2.63
194	478	3.38
287	294	1.38
234	582	1.1
279	1048	1.18
87	9	3.86
181	408	1.41
279	1151	1.96
49	47	4.59
296	855	2.87
44	95	2.93
92	216	1.65
135	39	2.85
13	66	1.95
262	386	1.74
7	676	2.62
116	942	2.26
318	474	1.53
141	826	1.96
269	13	1.38
222	1044	4.19
82	455	3.94
279	254	2.03
42	685	3.78
145	1245	1.44
184	161	2.0
49	625	1.63
177	243	1.51
313	99	2.59
32	290	1.44
308	848	3.98
145	448	3.17
130	542	1.47
130	806	1.74
165	288	2.39
249	255	1.84
49	581	3.32
195	300	3.29
118	475	3.11
130	316	1.85
104	293	3.25
201	1229	1.5
142	82	2.34
119	718	2.62
303	94	3.04
99	50	1.39
306	14	4.73
92	709	1.01
227	295	2.23
3	337	1.51
94	820	1.22
59	1107	1.95
30	539	2.85
262	821	1.72
6	508	2.36
311	716	2.64
268	364	1.08
262	553	1.77
214	275	1.95
16	56	1.01
262	293	1.99
293	132	3.82
62	132	1.42
94	346	4.15
13	59	1.98
240	313	2.01
102	161	2.56
83	301	2.26
291	7	1.64
312	28	1.14
31	484	2.19
291	70	3.0
56	172	4.57
109	588	3.52
110	1246	2.09
59	429	3.16
246	1218	2.09
65	196	4.13
24	367	1.81
92	115	2.73
308	741	2.03
301	660	1.56
214	1129	1.33
158	241	1.52
269	674	1.45
308	493	1.29
32	151	1.81
224	191	1.83
215	423	1.87
32	1012	1.22
154	289	2.13
201	509	3.1
85	298	1.33
180	68	3.11
184	36	2.46
188	218	1.19
305	11	1.23
144	508	3.05
73	94	1.1
194	205	2.55
