srcAddress,srcPort,destAddress,destPort,requestMethod,host,param,label
192.168.10.9,1083,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1117,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1083,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1117,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1117,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1083,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1118,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.19,42902,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1117,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1083,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1118,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1117,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1137,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1158,50.63.243.230,80,POST,ocsp.godaddy.com,,0
192.168.10.9,1159,50.63.243.230,80,POST,ocsp.godaddy.com,,0
192.168.10.9,1083,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1118,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1176,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49195,23.15.4.24,80,HEAD,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,GET,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,HEAD,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,GET,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,HEAD,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,GET,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,HEAD,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,GET,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,HEAD,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,GET,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,HEAD,download.windowsupdate.com,,0
192.168.10.5,49195,23.15.4.24,80,GET,download.windowsupdate.com,,0
192.168.10.5,49210,23.199.170.73,80,GET,en-US.appex-rf.msn.com,cgversion=v6,0
192.168.10.5,49210,23.199.170.73,80,GET,en-US.appex-rf.msn.com,cgversion=v6,0
192.168.10.5,49211,23.221.100.191,80,GET,finance.services.appex.bing.com,symbols=&contentType=-1&tileType=0&locale=en-US,0
192.168.10.5,49212,23.52.146.130,80,GET,cdf-anon.xboxlive.com,,0
192.168.10.5,49213,23.207.47.221,80,GET,service.weather.microsoft.com,lang=en-US&region=CA&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=APXWEA,0
192.168.10.5,49210,23.199.170.73,80,GET,en-US.appex-rf.msn.com,,0
192.168.10.5,49214,23.15.4.19,80,GET,foodanddrink.tile.appex.bing.com,view-name=data&name=livetile&market=en-US&version=2_0&format=xml,0
192.168.10.5,49216,23.194.181.149,80,GET,img.stb.s-msn.com,h=150&w=310&m=6&x=1175&y=479,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49216,23.194.181.149,80,GET,img.stb.s-msn.com,h=150&w=310&m=6&x=1175&y=479,0
192.168.10.5,49217,23.194.182.93,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.5,49216,23.194.181.149,80,GET,img.stb.s-msn.com,h=150&w=310&m=6&x=1175&y=479,0
192.168.10.5,49218,40.112.210.171,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.5,49223,23.194.182.93,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.5,49218,40.112.210.171,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.5,49216,23.194.181.149,80,GET,img.stb.s-msn.com,h=150&w=310&m=6&x=746&y=355,0
192.168.10.5,49224,184.84.243.207,80,HEAD,packages.dmd.metaservices.microsoft.com,,0
192.168.10.5,49224,184.84.243.207,80,GET,packages.dmd.metaservices.microsoft.com,,0
192.168.10.5,49225,23.194.182.93,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.5,49218,40.112.210.171,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.5,49226,23.194.182.93,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.5,49218,40.112.210.171,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.5,49216,23.194.181.149,80,GET,img.stb.s-msn.com,h=150&w=310&m=6&x=746&y=355,0
192.168.10.5,49216,23.194.181.149,80,GET,img.stb.s-msn.com,h=150&w=150&m=6&x=553&y=382,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1185,204.93.43.11,80,GET,ciscobinary.openh264.org,,0
192.168.10.9,1117,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49235,184.84.243.199,80,GET,detectportal.firefox.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49242,178.255.83.1,80,POST,ocsp.comodoca.com,,0
192.168.10.5,49247,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49252,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49253,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49254,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49256,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49261,23.60.139.27,80,POST,ss.symcd.com,,0
192.168.10.5,49260,23.60.139.27,80,POST,ss.symcd.com,,0
192.168.10.5,49247,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49270,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49253,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49283,23.60.139.27,80,POST,gn.symcd.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49287,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49289,34.200.64.30,80,GET,download.mozilla.org,product=firefox-54.0.1-partial-54.0&os=win&lang=en-US,0
192.168.10.5,49290,23.15.4.18,80,GET,download.cdn.mozilla.net,,0
192.168.10.5,49291,72.21.91.29,80,GET,ocsp.digicert.com,,0
192.168.10.5,49291,72.21.91.29,80,GET,ocsp.digicert.com,,0
192.168.10.15,49462,23.194.182.93,80,GET,go.microsoft.com,LinkID=691054,0
192.168.10.15,49463,104.88.107.204,80,GET,wscont.apps.microsoft.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49241,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49297,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1112,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.9,1111,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.5,49235,184.84.243.199,80,GET,detectportal.firefox.com,,0
192.168.10.15,49468,207.109.221.233,80,GET,ctldl.windowsupdate.com,d5f2aa72ec10c68e,0
192.168.10.15,49469,23.50.75.27,80,GET,ocsp.verisign.com,,0
192.168.10.15,49469,23.50.75.27,80,GET,ocsp.verisign.com,,0
192.168.10.8,49204,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.8,49206,184.50.238.241,80,GET,detectportal.firefox.com,,0
192.168.10.8,49204,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.8,49211,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.15,49474,13.107.4.50,80,HEAD,au.b1.download.windowsupdate.com,,0
192.168.10.17,49010,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.17,49010,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.8,49218,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.8,49218,172.217.10.14,80,POST,clients1.google.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.8,49204,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.8,49211,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.17,46365,104.27.82.74,80,GET,static.su.baidu.com,r=0.8458015203372493,0
192.168.10.17,46365,104.27.82.74,80,GET,static.su.baidu.com,r=0.08102677662187507,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.8,49204,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.14,59174,23.50.75.27,80,POST,gn.symcd.com,,0
192.168.10.14,59172,124.39.4.138,80,GET,img.digiket.net,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.14,59181,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.14,59182,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59185,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59192,23.50.75.27,80,POST,ss.symcd.com,,0
192.168.10.14,59193,23.50.75.27,80,POST,ss.symcd.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.14,59185,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59182,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59184,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59183,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59185,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59182,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.14,59184,104.16.26.216,80,POST,ocsp2.globalsign.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.14,59198,23.207.17.220,80,GET,cdn.content.prod.cms.msn.com,market=en-GB&tenant=amp&vertical=sports,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49474,13.107.4.50,80,GET,au.b1.download.windowsupdate.com,,0
192.168.10.15,49479,13.107.4.50,80,HEAD,download.windowsupdate.com,,0
192.168.10.15,49479,13.107.4.50,80,GET,download.windowsupdate.com,,0
192.168.10.15,49482,23.15.4.19,80,GET,wscont.apps.microsoft.com.edgesuite.net,,0
192.168.10.15,49483,23.208.217.149,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.15,49484,52.160.91.170,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.15,49485,23.208.217.149,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.15,49484,52.160.91.170,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.25,49176,172.217.10.230,80,GET,ad.doubleclick.net,,0
192.168.10.8,49211,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.25,49188,172.217.10.46,80,GET,news.google.com,output=rss,0
192.168.10.8,49206,184.50.238.241,80,GET,detectportal.firefox.com,,0
192.168.10.8,49204,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.15,49504,173.222.32.208,80,GET,tile-service.weather.microsoft.com,region=CA&appid=C98EA5B0842DBB9405BBF071E1DA76512D21FE36&FORM=Threshold,0
192.168.10.15,49505,23.208.218.50,80,GET,cdn.content.prod.cms.msn.com,market=en-GB&tenant=amp&vertical=finance,0
192.168.10.15,49505,23.208.218.50,80,GET,cdn.content.prod.cms.msn.com,market=en-GB&tenant=amp&vertical=sports,0
192.168.10.15,49505,23.208.218.50,80,GET,cdn.content.prod.cms.msn.com,market=en-GB&tenant=amp&vertical=news,0
192.168.10.15,49506,23.208.217.149,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.15,49484,52.160.91.170,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.15,49507,23.208.217.149,80,POST,go.microsoft.com,LinkID=252669&clcid=0x409,0
192.168.10.15,49484,52.160.91.170,80,POST,dmd.metaservices.microsoft.com,,0
192.168.10.15,49508,184.84.243.224,80,HEAD,packages.dmd.metaservices.microsoft.com,,0
192.168.10.15,49508,184.84.243.224,80,GET,packages.dmd.metaservices.microsoft.com,,0
192.168.10.19,42904,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.19,42904,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.19,42904,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.19,45170,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.19,42904,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.19,42904,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.19,45170,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.19,45170,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.19,45170,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.19,45169,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.19,45170,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.19,45169,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.15,49512,23.15.4.24,80,GET,img-s-msn-com.akamaized.net,w=100&h=100&m=6&tilesize=medium&ms-scale=100&ms-contrast=standard,0
192.168.10.5,49301,64.4.54.22,80,POST,statsfe2.update.microsoft.com,,0
192.168.10.15,49512,23.15.4.24,80,GET,img-s-msn-com.akamaized.net,w=100&h=100&m=6&tilesize=medium&ms-scale=100&ms-contrast=standard,0
192.168.10.15,49512,23.15.4.24,80,GET,img-s-msn-com.akamaized.net,w=204&h=100&m=6&tilesize=wide&x=524&y=233&ms-scale=100&ms-contrast=standard,0
192.168.10.17,52832,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.17,52832,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.17,52832,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.17,52832,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.15,49515,198.41.215.185,80,GET,ocsp.msocsp.com,,0
192.168.10.15,49515,198.41.215.185,80,GET,ocsp.msocsp.com,,0
192.168.10.9,1214,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.19,45170,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.15,49526,184.50.238.241,80,GET,detectportal.firefox.com,,0
192.168.10.15,49531,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.15,49532,72.21.91.29,80,POST,ocsp.digicert.com,,0
192.168.10.15,49534,23.60.139.27,80,POST,gn.symcd.com,,0
192.168.10.15,49535,23.60.139.27,80,POST,gn.symcd.com,,0
192.168.10.15,49541,23.192.74.53,80,GET,www.nfl.com,,0
192.168.10.15,49544,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.15,49546,23.192.74.53,80,GET,p.nfltags.com,,0
192.168.10.15,49548,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix/7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts%2Fmodules&f=font-endzonesans-condmedium/font-endzonesans-condmedium.css,font-endzoneslab-bold/font-endzoneslab-bold.css,font-endzonetech-bold/font-endzonetech-bold.css",0
192.168.10.15,49549,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix/7.5.18&b=yui3%2Fstatic%2F7.5%2Fstyles&f=redesign/global-2010.css,modules/modules.css,home-2011/home.css,teams/colors.css,footer-2012/footer-2012.css",0
192.168.10.15,49550,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix/7.5.18&g=nflbase,nflui",0
192.168.10.15,49551,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix/7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts&f=modules/geocode/geocode.js,modules/nfl-user/nfl-user.js,modules/nfl-subscriptions/nfl-subscriptions.js",0
192.168.10.15,49552,23.15.4.16,80,GET,combine.nflcdn.com,"7.5hotfix/7.5.18&b=yui3%2Fstatic%2F7.5%2Fscripts&f=home-2011/home.js,header-2012/header-2012.js",0
192.168.10.15,49555,23.15.4.17,80,GET,s.nflcdn.com,,0
192.168.10.15,49554,23.15.4.17,80,GET,s.nflcdn.com,,0
192.168.10.15,49559,23.15.4.17,80,GET,s.nflcdn.com,7.5hotfix/7.5.18,0
192.168.10.15,49558,23.15.4.17,80,GET,s.nflcdn.com,7.5hotfix/7.5.18,0
192.168.10.15,49557,23.15.4.17,80,GET,s.nflcdn.com,7.5hotfix/7.5.18,0
192.168.10.15,49555,23.15.4.17,80,GET,s.nflcdn.com,,0
192.168.10.15,49565,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,49564,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,49563,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,49562,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,49561,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,49555,23.15.4.17,80,GET,s.nflcdn.com,,0
192.168.10.15,49566,23.15.4.17,80,GET,i.nflcdn.com,v=1,0
192.168.10.15,49567,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,49566,23.15.4.17,80,GET,i.nflcdn.com,,0
192.168.10.15,49569,52.26.195.87,80,GET,nfl.demdex.net,d_stuff=1&d_dst=1&d_rtbd=json&d_cts=1&d_cb=aam_tnt_cb,0
192.168.10.15,49544,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.15,49545,172.217.6.206,80,POST,clients1.google.com,,0
192.168.10.51,45985,91.189.89.144,80,GET,geoip.ubuntu.com,,0
192.168.10.15,49550,23.15.4.16,80,GET,combine.nflcdn.com,"3.10.3&b=yui3%2F3.10.3%2Fbuild&ss=any&f=oop.js,event-custom-base.js,event-base.js",0
192.168.10.15,49564,96.16.193.174,80,GET,static.nfl.com,,0
192.168.10.15,49572,104.97.71.91,80,GET,www.adobetag.com,,0
192.168.10.15,49574,23.194.181.73,80,GET,assets.adobedtm.com,,0
192.168.10.17,46329,104.25.186.115,80,GET,www.hibapress.com,,0
192.168.10.17,46329,104.25.186.115,80,GET,www.hibapress.com,,0
